,acc,loss,val_acc,val_loss
0,0.224841764409,0.568059048108,0.0931428533047,0.181965883928
1,0.224045612696,0.540325056925,0.205143013549,0.167179225351
2,0.228227458535,0.528762192214,0.116440330584,0.173519695177
3,0.237826699312,0.519231868134,0.138688235293,0.177135921375
4,0.242388713921,0.506152366489,0.19214099324,0.16703459555
5,0.263709795998,0.490608690545,0.36318981675,0.150948887201
6,0.278092814917,0.47712894077,0.173360295247,0.175464248061
7,0.295168688654,0.456077731078,0.364923418395,0.155963576045
8,0.305274818956,0.437842598033,0.192429928344,0.168860047367
9,0.320988426061,0.425171870872,0.20514301514,0.175523325418
10,0.336036737969,0.406568355484,0.341808713109,0.156859422291
11,0.351686983975,0.382886892635,0.439468348338,0.143625980601
12,0.371582435897,0.367784781325,0.400751216757,0.145897873222
13,0.388816714542,0.348092099344,0.328517756997,0.158558379248
14,0.410454604529,0.331617980686,0.301935844634,0.165040439887
15,0.427277031898,0.315053155489,0.31175959676,0.164316498021
16,0.436464424922,0.306439596548,0.408263495636,0.147306881651
17,0.455948028817,0.29151336933,0.268997391921,0.17386780851
18,0.469348945681,0.283925383896,0.358566877307,0.15746410142
19,0.483922049236,0.271305290881,0.453048238655,0.140506136666
20,0.502043385783,0.259794755909,0.422999119421,0.142718622575
21,0.51509581667,0.250934982553,0.39439467201,0.149259288349
22,0.538856310416,0.233595784745,0.399306546889,0.150500986018
23,0.539870092962,0.236319107057,0.414042172508,0.150603264243
24,0.561729745651,0.221558777812,0.537994783898,0.124751671068
25,0.576936463915,0.211320078302,0.533371840709,0.123808461995
26,0.587296038295,0.210451033727,0.220456507816,0.203678529866
27,0.59920796523,0.202364883355,0.490898566486,0.133465757258
28,0.614446362319,0.192643918676,0.43831261109,0.142927651132
29,0.639030554414,0.17688876051,0.526437432142,0.12710293129
30,0.64470139253,0.175330997059,0.46258305327,0.14051826808
31,0.661935671317,0.16504015975,0.474140401926,0.136513303798
32,0.643719293917,0.194176088092,0.505345256101,0.130767234421
33,0.658197352923,0.176454663288,0.477029746692,0.139485808134
34,0.684207175125,0.155715826218,0.451025698148,0.144256923256
35,0.697418010737,0.14763772502,0.507078862189,0.130771118001
36,0.715951196898,0.139448891799,0.545507059496,0.121499303848
37,0.726564216346,0.133235064962,0.523837020505,0.128037285155
38,0.733502280008,0.131568215383,0.546951730733,0.122800494215
39,0.746586394257,0.123108635576,0.532216105329,0.125967149642
40,0.761571344012,0.117563645724,0.548974270853,0.120751021222
41,0.765753192171,0.115969994863,0.53279396914,0.128191979444
42,0.775384112232,0.111675743135,0.535972239146,0.13895527457
43,0.778457133768,0.112325094908,0.552441474099,0.125120184577
44,0.792555029799,0.104372279796,0.520080883804,0.133488472879
45,0.79565973404,0.101833497281,0.58017912241,0.119426446769
46,0.809028972258,0.0951312776615,0.613695447636,0.110623066643
47,0.812703930999,0.092247162088,0.548974269665,0.125272802739
48,0.827277035158,0.0865518045953,0.603871698894,0.11211758192
49,0.832124175728,0.0860237918143,0.630742547399,0.108342178237
50,0.833771572511,0.0831643783327,0.608494640757,0.110766597809
51,0.84650719568,0.0793768862272,0.641722033045,0.104554283474
52,0.851037530755,0.0755599488169,0.58277952845,0.11800488984
53,0.857373662235,0.0748969196002,0.566021367128,0.121733567664
54,0.839030558299,0.0891278732173,0.59635941881,0.115888339629
55,0.866307611475,0.0695725156222,0.625541737506,0.109917406764
56,0.870837944313,0.0682060966041,0.604449559209,0.114416688493
57,0.870647861853,0.0692481685158,0.583646329849,0.120597785339
58,0.883636934867,0.0621689603107,0.594336884571,0.117848833896
59,0.887533656045,0.0600056823301,0.611672909902,0.113222986384
